,Boro,Vol,geometry,congestion,congestion_level,timestamp,Agency Name,Problem (formerly Complaint Type),Problem Detail (formerly Descriptor),Location Type,Street Name,tweets
130,Manhattan,123,"POLYGON ((-73.97178007473232 40.794343669435854, -73.97177949297799 40.795716033913855, -73.97358531156605 40.795716461891985, -73.97358585609415 40.79434409740523, -73.97178007473232 40.794343669435854))",0.635957143,0,2025-03-09 12:00:00,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,WEST END AVENUE,"['Just got a parking ticket for a car with a posted sign saying they could park. So unfair.', 'Getting fed up with people ignoring posted parking signs in our neighborhood. Something needs to change.', ""Wonder if the city's actually going to enforce these parking signs on West End Avenue. Doubt it."", 'Still trying to figure out whose car the ticket was for but the sign was clearly posted. Strange.', 'Having a problem with one of my neighbors constantly ignoring parking signs on our street. Reported them.', 'Went to the city website to report another car parked in a no-parking zone with a sign. Hope it helps.', 'Time to start reporting all these parking signs being ignored on our street.']"
131,Brooklyn,210,"POLYGON ((-73.97623660930242 40.682929495218104, -73.97623612023814 40.68430188115971, -73.97803892168663 40.68430223934618, -73.978039373649 40.682929853397276, -73.97623660930242 40.682929495218104))",0.096357143,0,2024-06-05 11:45:00,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,ATLANTIC AVENUE,"[""I'm stuck on Atlantic Avenue, traffic is a nightmare"", ""Just hit another red light on Atlantic, can't believe how slow I'm going"", 'Atlantic Avenue is a parking lot right now, seriously considering a detour', 'Why is Atlantic Avenue so backed up today?']"
132,Brooklyn,40,"POLYGON ((-73.91083815233019 40.70048814752186, -73.91083631684495 40.70186052976721, -73.91263959228006 40.70186191256544, -73.91264139064388 40.70048953029187, -73.91083815233019 40.70048814752186))",0.2529375,0,2024-05-31 23:45:00,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,LINDEN STREET,"['My driveway has been blocked on Linden Street and I have no access.', 'Need some help sorting out the blocked driveway on Linden Street if anyone knows who might be responsible.']"
133,Brooklyn,279,"POLYGON ((-73.97623660930242 40.682929495218104, -73.97623612023814 40.68430188115971, -73.97803892168663 40.68430223934618, -73.978039373649 40.682929853397276, -73.97623660930242 40.682929495218104))",1.426085714,1,2024-06-08 17:30:00,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,PACIFIC STREET,"[""Someone needs to fix the parking situation on Pacific Street, it's a total sidewalk blockage"", ""Can't even walk down Pacific Street without having to navigate around cars parked in the middle of the road"", 'The sidewalk on Pacific Street is basically impassable due to people parking wherever they want', ""Parked cars taking up the entire sidewalk on Pacific Street, what's the point of even having a sidewalk?""]"
134,Brooklyn,65,"POLYGON ((-73.90286547415965 40.69193210427665, -73.90286347480559 40.69330448788451, -73.904666518663 40.69330599559639, -73.9046684809052 40.69193361195774, -73.90286547415965 40.69193210427665))",1.541714286,1,2024-04-17 07:45:00,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,DECATUR STREET,"[""I'm getting frustrated with the guest parking on Decatur Street. They always block the hydrant."", 'Now a second car is parking in the same spot, thought they posted no parking signs.', 'Is it really not clear that parking on a fire hydrant is illegal?']"
135,Queens,60,"POLYGON ((-73.8244428013427 40.77554505048763, -73.82443918325161 40.776917416261746, -73.82624448858043 40.77692015259466, -73.82624806946662 40.77554778676471, -73.8244428013427 40.77554505048763))",0.069775862,0,2024-06-02 18:30:00,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,WILLETS POINT BOULEVARD,"[""My driveway is literally impassable right now can't even get my car out of the house."", 'Willetts Point residents are having a rough time getting through their driveways with the mess out there.', ""I'm stuck at home because someone decided to dig up my driveway without warning what a nightmare."", 'To whoever is in charge up here please fix the driveway on Willetts Point Boulevard ASAP.', ""Couldn't believe no one showed up to fix the driveway on Willetts Point all day today.""]"
136,Manhattan,132,"POLYGON ((-73.97178007473232 40.794343669435854, -73.97177949297799 40.795716033913855, -73.97358531156605 40.795716461891985, -73.97358585609415 40.79434409740523, -73.97178007473232 40.794343669435854))",0.8094,0,2025-03-10 19:00:00,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,WEST   96 STREET,"['I just got hit with a parking ticket on my street, 96th St. They say I was parked in a no parking zone despite the sign clearly saying allow 2 hours.', ""Can't believe they tacked on an extra $50 for processing my ticket on the street 96th St.""]"
137,Manhattan,64,"POLYGON ((-73.9513116249555 40.802798387854835, -73.95131062111622 40.804170750353514, -73.95311666890105 40.8041714990096, -73.95311763550467 40.80279913649568, -73.9513116249555 40.802798387854835))",0.099925926,0,2024-02-26 10:45:00,Department of Sanitation,Graffiti,Graffiti,Mixed Use,7 AVENUE,"[""Just walking down 7 av and there's more graffiti everywhere, it's getting ridiculous."", ""Seriously, who tagged this wall on 7 av? It's just getting out of control."", ""Wish someone would clean up the graffiti on 7 av, it's really messing up the neighborhood.""]"
138,Manhattan,34,"POLYGON ((-73.9513116249555 40.802798387854835, -73.95131062111622 40.804170750353514, -73.95311666890105 40.8041714990096, -73.95311763550467 40.80279913649568, -73.9513116249555 40.802798387854835))",-0.649518519,0,2024-02-26 19:30:00,New York City Police Department,Illegal Parking,Blocked Bike Lane,Street/Sidewalk,ST NICHOLAS AVENUE,"['Just saw a car parked on St Nicholas Ave and now cyclists are blocked off the path.', ""Wish people would be more considerate of bike lanes, it's not that hard to park on a different street."", ""Waiting for the city to do something about the constant parking issues on St Nicholas Ave, it's getting frustrating."", ""Noticed a car parked across the bike lane on St Nicholas Ave again today, what's the point of even having a bike lane."", 'Cyclists are getting blocked off the bike lane on St Nicholas Ave again, someone needs to do something about this.']"
139,Manhattan,34,"POLYGON ((-73.9513116249555 40.802798387854835, -73.95131062111622 40.804170750353514, -73.95311666890105 40.8041714990096, -73.95311763550467 40.80279913649568, -73.9513116249555 40.802798387854835))",-0.649518519,0,2024-02-26 19:30:00,New York City Police Department,Illegal Parking,Blocked Bike Lane,Street/Sidewalk,ST NICHOLAS AVENUE,"[""Just got stuck behind a car parked in the bike lane on ST NICHOLAS AVENUE - what's the point of even having bike lanes if we're just going to let drivers block them?"", ""Can't believe some drivers don't care that they're blocking the bike lane on my street - respect other road users!"", ""I'm so fed up with seeing cars parked in the bike lane on ST NICHOLAS AVENUE - when are the authorities going to start enforcing the rules?"", 'Just got stuck behind a car parked in the bike lane again - is it really that hard to park on the street rather than taking up space for cyclists?']"
140,Manhattan,34,"POLYGON ((-73.9513116249555 40.802798387854835, -73.95131062111622 40.804170750353514, -73.95311666890105 40.8041714990096, -73.95311763550467 40.80279913649568, -73.9513116249555 40.802798387854835))",-0.649518519,0,2024-02-26 19:30:00,New York City Police Department,Illegal Parking,Blocked Bike Lane,Street/Sidewalk,7 AVENUE,"[""Just got stuck behind a car parked in the bike lane on 7 AVENUE, can't people read the signs?"", 'Fed up with people parking wherever they feel like it on 7 AVENUE, time for authorities to take notice.']"
141,Queens,42,"POLYGON ((-73.8766476725735 40.73623544375824, -73.87664513188132 40.73760781877612, -73.87844937394281 40.73760973722932, -73.87845187747382 40.73623736217228, -73.8766476725735 40.73623544375824))",-0.6745,0,2024-01-06 12:45:00,New York City Police Department,Encampment,,Subway,,"[""Just walked by the encampment on the street and it's looking dire. Needs some serious support."", ""Wish the city would do something about this encampment. It's been here for months and it's affecting the whole neighborhood."", ""Just saw a crowd gathered to deliver supplies to the people living on the street. It's heartwarming to see the community come together.""]"
142,Queens,51,"POLYGON ((-73.92422280336952 40.77127240379906, -73.92422124176248 40.77264477270012, -73.92602643417196 40.77264594577067, -73.92602795857863 40.77127357684567, -73.92422280336952 40.77127240379906))",-0.5901875,0,2025-04-21 09:15:00,Department of Transportation,Street Light Condition,Street Light Out,,ASTORIA BOULEVARD,"[""Just walked down Astoria Boulevard and noticed the street light is out again. Anyone know who's in charge of fixing these?"", 'Tried calling the streetlight department but no one picked up. Frustrating.', ""Just had to walk home in the dark because the street light on Astoria wasn't working. Not safe."", ""It's getting ridiculous, the street light on Astoria Boulevard has been out for weeks. Who's going to fix it?""]"
143,Queens,121,"POLYGON ((-73.78723589990896 40.75719526523374, -73.78723151622326 40.7585676334596, -73.78903632253046 40.758570952729194, -73.7890406690319 40.75719858443559, -73.78723589990896 40.75719526523374))",-0.322213376,0,2024-11-16 21:45:00,Department of Parks and Recreation,Damaged Tree,Branch Cracked and Will Fall,Street,193 STREET,"[""I just spotted a severely damaged tree branch on 193 STREET that's bound to fall anytime now. Someone should really take care of this."", ""Walking down 193 STREET and I've got to point out the cracked tree branch that's just waiting to drop. Not a good situation at all.""]"
144,Queens,13,"POLYGON ((-73.7728496017094 40.65902042351718, -73.77284492850401 40.66039280882225, -73.7746470778922 40.66039635355003, -73.77465171402272 40.65902396817259, -73.7728496017094 40.65902042351718))",-0.835095238,0,2025-04-28 03:30:00,Department of Transportation,Street Light Condition,Lamppost Knocked Down,,,"['Just got home to find the street light knocked down again. How many times does it need to happen for someone to fix it?', ""Seriously, street light out again on my street. Can't even walk safely in the dark. When will someone get around to fixing it?""]"
145,Queens,91,"POLYGON ((-73.8766476725735 40.73623544375824, -73.87664513188132 40.73760781877612, -73.87844937394281 40.73760973722932, -73.87845187747382 40.73623736217228, -73.8766476725735 40.73623544375824))",0.6745,0,2024-01-09 07:30:00,New York City Police Department,Encampment,,Subway,,"[""I'm really frustrated with the encampment on my street, it's getting out of hand."", ""I don't know how much more of this I can take, the noise and mess are unbearable."", ""If something doesn't get done soon, I'm seriously concerned for my safety and property.""]"
146,Queens,91,"POLYGON ((-73.8766476725735 40.73623544375824, -73.87664513188132 40.73760781877612, -73.87844937394281 40.73760973722932, -73.87845187747382 40.73623736217228, -73.8766476725735 40.73623544375824))",0.6745,0,2024-01-09 07:30:00,Department of Homeless Services,Encampment,,Subway,,"[""Just saw the homeless encampment on our street, it's getting out of hand."", 'City needs to do something about that encampment ASAP.']"
147,Queens,112,"POLYGON ((-73.8766476725735 40.73623544375824, -73.87664513188132 40.73760781877612, -73.87844937394281 40.73760973722932, -73.87845187747382 40.73623736217228, -73.8766476725735 40.73623544375824))",1.252642857,1,2024-01-11 16:45:00,New York City Police Department,Encampment,,Subway,,"[""I'm getting frustrated with the encampment on our street they're causing a huge eyesore."", 'The city needs to do something about the tents on our sidewalk.', ""It's been months and the encampment is still here it's embarrassing for our neighborhood.""]"
148,Queens,75,"POLYGON ((-73.92422280336952 40.77127240379906, -73.92422124176248 40.77264477270012, -73.92602643417196 40.77264594577067, -73.92602795857863 40.77127357684567, -73.92422280336952 40.77127240379906))",0.4215625,0,2025-04-21 09:15:00,Department of Transportation,Street Light Condition,Street Light Out,,ASTORIA BOULEVARD,"['Just walked down Astoria Boulevard and noticed the street light is out near my place. Not exactly the safest for pedestrians at night.', ""Need someone to fix the street light on Astoria Boulevard ASAP, it's been out for days now.""]"
149,Queens,44,"POLYGON ((-73.92422280336952 40.77127240379906, -73.92422124176248 40.77264477270012, -73.92602643417196 40.77264594577067, -73.92602795857863 40.77127357684567, -73.92422280336952 40.77127240379906))",-0.88528125,0,2025-04-26 08:15:00,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,22 STREET,"[""people can't be parked on the sidewalk on 22 STREET it's a hazard and a nuisance"", ""someone please move their car on 22 STREET it's blocking the sidewalk I need to get by""]"
150,Brooklyn,4,"POLYGON ((-74.0233465611785 40.63904582452113, -74.02334704134819 40.640418217490144, -74.02514865715985 40.640417837597134, -74.02514813993702 40.639045444635876, -74.0233465611785 40.63904582452113))",-1.168036585,0,2025-01-28 03:45:00,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,65 STREET,"[""I just witnessed someone double parked on 65 STREET. It's blocking the only other lane where traffic needs to flow."", ""Frustrating to see how some people ignore basic traffic rules. It's like they think they're above the law."", ""I'm so tired of drivers ignoring parking signs on 65 STREET. It's affecting commute times and safety."", ""Just saw a car double parked on 65 STREET and it's really causing traffic congestion.""]"
151,Brooklyn,41,"POLYGON ((-73.91083815233019 40.70048814752186, -73.91083631684495 40.70186052976721, -73.91263959228006 40.70186191256544, -73.91264139064388 40.70048953029187, -73.91083815233019 40.70048814752186))",0.29509375,0,2024-06-02 12:45:00,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,LINDEN STREET,"['Just got blocked in by a car on Linden Street, no access. Extremely frustrating.', ""Blocked driveway on Linden Street again, can't even get to work now."", ""Can't get in or out of Linden Street due to a parked car, incredibly annoying."", 'Blocked in on Linden Street, need someone to move their car so I can get out.', 'Linden Street is a nightmare, always blocked in due to parked cars.']"
152,Queens,82,"POLYGON ((-73.87654158461574 40.73640908537829, -73.87653904173183 40.73778146036058, -73.87834328849227 40.7377833804758, -73.87834579421481 40.73641100545433, -73.87654158461574 40.73640908537829))",1.55135,1,2024-01-06 12:45:00,New York City Police Department,Encampment,,Subway,,"['Tried to go for a walk on the street today but had to navigate through the encampment. Feels like a safety risk with all the tents and stuff blocking the sidewalk.', 'Encampment near my house is getting out of hand. People are living there and trash is piling up. When does it get addressed?', ""Hate having to walk around the encampment to get to my favorite coffee shop. It's an eyesore and makes me feel uneasy.""]"
153,Queens,66,"POLYGON ((-73.87654158461574 40.73640908537829, -73.87653904173183 40.73778146036058, -73.87834328849227 40.7377833804758, -73.87834579421481 40.73641100545433, -73.87654158461574 40.73640908537829))",0.47215,0,2024-01-06 21:45:00,New York City Police Department,Encampment,,Subway,,"[""I'm getting so frustrated with the encampment outside my house, it's a huge safety concern for me and the kids."", ""Walking by my street is like walking through a maze now, it's really affecting the neighborhood vibe."", ""I love my street but the encampment is ruining it, can't we find a solution?"", ""I'm so worried about the homeless encampment near my home, what if someone gets hurt?""]"
154,Brooklyn,59,"POLYGON ((-74.0233465611785 40.63904582452113, -74.02334704134819 40.640418217490144, -74.02514865715985 40.640417837597134, -74.02514813993702 40.639045444635876, -74.0233465611785 40.63904582452113))",0.641597561,0,2025-01-31 18:45:00,Department of Transportation,Traffic Signal Condition,Veh Signal Lamp,,,"[""Just stood at a light that's not working. I'm starting to wonder if anyone even checks these things anymore."", ""Just got stuck behind a red light that's supposed to be red but just won't change. Seriously, who's supposed to be fixing this?""]"
155,Queens,91,"POLYGON ((-73.92422280336952 40.77127240379906, -73.92422124176248 40.77264477270012, -73.92602643417196 40.77264594577067, -73.92602795857863 40.77127357684567, -73.92422280336952 40.77127240379906))",1.0960625,1,2025-04-22 19:00:00,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,NEWTOWN AVENUE,"[""There's an abandoned vehicle on Newtown Avenue that's been there for weeks, I need the council to sort it out."", ""I've reported the abandoned car on Newtown Avenue, hopefully someone will check the plate number 1234DX and take some action soon.""]"
156,Queens,91,"POLYGON ((-73.92422280336952 40.77127240379906, -73.92422124176248 40.77264477270012, -73.92602643417196 40.77264594577067, -73.92602795857863 40.77127357684567, -73.92422280336952 40.77127240379906))",1.0960625,1,2025-04-22 19:00:00,Department of Sanitation,Street Sweeping Complaint,Inadequate Sweeping,Street,NEWTOWN AVENUE,"['Sick of driving down Newtown Avenue with trash all over the road. Needs a serious sweeping schedule upgrade.', ""Just had to swerve around a pile of garbage on Newtown Avenue. Buddha's got nothing on the street sweepers."", 'Decent roads are essential. Newtown Avenue desperately needs a thorough sweeping to get it looking fresh again.', ""The streets of Newtown Avenue were once so clean. Now it's a never-ending battle against trash and dirt. Fix the sweeps.""]"
157,Manhattan,19,"POLYGON ((-73.9320339827327 40.794668558167224, -73.93203258160518 40.79604092223327, -73.93383840857327 40.79604197291632, -73.93383977247424 40.79466960882884, -73.9320339827327 40.794668558167224))",0.0,0,2024-09-11 13:15:00,New York City Police Department,Illegal Parking,Double Parked Blocking Vehicle,Street/Sidewalk,EAST  116 STREET,"[""Just pulled up to my spot on 116 St and there's some guy double parked blocking me in."", 'Stopping on East 116 St now and a car is illegally parked in front of me.', ""Can't believe it, yet another car blocking me on East 116 St, this time double parked.""]"
158,Queens,57,"POLYGON ((-73.87654158461574 40.73640908537829, -73.87653904173183 40.73778146036058, -73.87834328849227 40.7377833804758, -73.87834579421481 40.73641100545433, -73.87654158461574 40.73640908537829))",-0.1349,0,2024-01-11 16:45:00,New York City Police Department,Encampment,,Subway,,"[""I just saw a massive encampment setup on our street and I'm really worried about public safety"", 'This is getting out of hand, people are starting to lose their patience with the encampment situation on our street', 'How can they just set up a giant encampment on our street without any notice or permission?', ""Walking down our street now and it's like a whole different world with the encampment taking over""]"
159,Brooklyn,43,"POLYGON ((-74.02491684141587 40.63807634384669, -74.02491735387413 40.639448736955096, -74.02671894350112 40.63944833246003, -74.0267183939908 40.63807593935989, -74.02491684141587 40.63807634384669))",1.68625,1,2025-01-27 08:45:00,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,WAKEMAN PLACE,"['Got a parking ticket on Wakeman Place for ""posted parking sign violation"" - really, I didn\'t see it.', 'Just got a fine for parking on Wakeman Place - block party or no party, rules still apply.', ""Was just handed a parking ticket on Wakeman Place - can't believe I didn't notice the sign."", 'Woke up to a parking ticket on Wakeman Place - apparently I broke the rules.']"
160,Brooklyn,47,"POLYGON ((-74.02491684141587 40.63807634384669, -74.02491735387413 40.639448736955096, -74.02671894350112 40.63944833246003, -74.0267183939908 40.63807593935989, -74.02491684141587 40.63807634384669))",1.95605,1,2025-01-27 09:00:00,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,WAKEMAN PLACE,"[""There's an abandoned car on Wakeman Place, anyone know who owns it?"", 'Need someone to report an abandoned vehicle on Wakeman Place with a visible plate number.', 'Just spotted another car abandoned on Wakeman Place, hopefully the owner will come and collect it soon.', ""Urgent - please report a vehicle abandoned on Wakeman Place, it's been there for days."", ""Went for a walk and saw a car sitting on Wakeman Place, no idea who's car it is though."", ""There's a car parked on Wakeman Place that's been abandoned for ages, anyone know who to contact.""]"
161,Brooklyn,40,"POLYGON ((-73.97866979197462 40.64278572261434, -73.97866935325075 40.644158115023906, -73.9804710700729 40.64415843509893, -73.98047147173946 40.642786042682815, -73.97866979197462 40.64278572261434))",0.262305556,0,2025-03-01 11:15:00,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,BEVERLEY ROAD,"[""There's a car parked on Beverly Road blocking the hydrant. Don't people get it? That's a safety hazard."", ""Some folks just have no responsibility I saw a car parked on Beverly Road and it's blocking the fire hydrant."", ""I don't understand why people park on hydrants on Beverly Road. It's just not that hard to find another spot."", 'This one car on Beverly Road is really getting on my nerves. Blocking the hydrant.']"
162,Queens,54,"POLYGON ((-73.92422280336952 40.77127240379906, -73.92422124176248 40.77264477270012, -73.92602643417196 40.77264594577067, -73.92602795857863 40.77127357684567, -73.92422280336952 40.77127240379906))",-0.46371875,0,2025-04-26 08:15:00,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,22 STREET,"['Someone is parking on 22 Street, blocking the sidewalk - again. Can we please get some enforcement?', 'Seriously, how many times does a car need to be parked on 22 Street blocking the whole sidewalk before someone takes action?']"
163,Brooklyn,30,"POLYGON ((-73.91083815233019 40.70048814752186, -73.91083631684495 40.70186052976721, -73.91263959228006 40.70186191256544, -73.91264139064388 40.70048953029187, -73.91083815233019 40.70048814752186))",-0.168625,0,2024-06-09 09:15:00,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,LINDEN STREET,"['My car is stuck in my driveway on Linden Street because someone parked their SUV right outside my gate.', 'Fed up with the blocked driveway on Linden Street, just trying to get out to work.', 'Had to park on the street today because someone blocked my driveway on Linden Street with their delivery van.']"
164,Brooklyn,34,"POLYGON ((-73.91083815233019 40.70048814752186, -73.91083631684495 40.70186052976721, -73.91263959228006 40.70186191256544, -73.91264139064388 40.70048953029187, -73.91083815233019 40.70048814752186))",0.0,0,2024-06-09 10:00:00,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,LINDEN STREET,"['My driveway is blocked on Linden Street, no access for me now.', ""Can't drive into my own driveway on Linden Street, what's going on?""]"
165,Brooklyn,39,"POLYGON ((-73.91083815233019 40.70048814752186, -73.91083631684495 40.70186052976721, -73.91263959228006 40.70186191256544, -73.91264139064388 40.70048953029187, -73.91083815233019 40.70048814752186))",0.21078125,0,2024-06-09 16:15:00,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,LINDEN STREET,"[""I'm at my wit's end on Linden Street - can't even get into my own drive."", 'Blocked driveway on Linden Street is a nightmare - no access in sight.', 'Fed up with the obstruction on my street, Linden Street - when will it be cleared?', 'Still no luck getting into my drive on Linden Street - really frustrating now.']"
166,Brooklyn,28,"POLYGON ((-73.91083815233019 40.70048814752186, -73.91083631684495 40.70186052976721, -73.91263959228006 40.70186191256544, -73.91264139064388 40.70048953029187, -73.91083815233019 40.70048814752186))",-0.2529375,0,2024-06-09 20:15:00,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,LINDEN STREET,"[""can't even get out of my own driveway now due to some idiot parking."", ""someone's parked right across my whole driveway. can't even move my car."", 'do people not know what a blocked driveway looks like? seriously.', ""really need to get out of here, but there's no way I can get my car out because of someone's parked illegally."", 'seriously considering talking to the owner of the car parked in front of my house.', ""funny how people don't think about others when they park like that."", ""been stuck here for hours now and I still can't get out. the owner really needs to move their car."", ""called the council about the blocked driveway and they're sending someone over. guess I'll have to wait some more.""]"
167,Queens,61,"POLYGON ((-73.87654158461574 40.73640908537829, -73.87653904173183 40.73778146036058, -73.87834328849227 40.7377833804758, -73.87834579421481 40.73641100545433, -73.87654158461574 40.73640908537829))",0.1349,0,2024-01-14 10:00:00,New York City Police Department,Encampment,,Subway,,"[""Just saw the encampment on my street again today. Not sure what to do now.\n\nTrying to walk down my street but it's getting harder with all these tents and people.\n\nWish the city would do something about the encampment situation already.""]"
168,Brooklyn,55,"POLYGON ((-73.91083815233019 40.70048814752186, -73.91083631684495 40.70186052976721, -73.91263959228006 40.70186191256544, -73.91264139064388 40.70048953029187, -73.91083815233019 40.70048814752186))",0.88528125,0,2024-06-10 15:15:00,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,LINDEN STREET,"['Fed up with my blocked driveway on Linden Street, no access to my home all day.', 'Just spent 20 minutes reversing out of my driveway because someone blocked the way on Linden Street.', ""Can't believe I'm stuck with no access to my house on Linden Street all because of a blocked driveway.""]"
169,Brooklyn,130,"POLYGON ((-73.97995444742287 40.64654804661229, -73.97995403509881 40.64792043844988, -73.98175585352463 40.64792073839676, -73.98175622878722 40.64654834655306, -73.97995444742287 40.64654804661229))",0.0,0,2025-02-22 16:30:00,Department of Transportation,Traffic Signal Condition,Veh Signal Lamp,,,"[""Just got stuck at a red light that won't change - veh signal lamp not working - is this some kind of joke?"", 'Traffic signal at the corner of my street is being super uncooperative - lights not coordinating properly, just waiting now...', ""Had to wait for 10 minutes for the light to change because veh signal wasn't working - still can't believe it."", 'Just saw a red light stall at my usual route that had a fault in its veh signal lamp - glad I left on time']"
170,Bronx,121,"POLYGON ((-73.84152954456823 40.86780053391224, -73.84152627408959 40.86917287924508, -73.84333408468446 40.86917534782106, -73.84333731785483 40.86780300243788, -73.84152954456823 40.86780053391224))",0.32902439,0,2024-09-12 13:30:00,Department of Parks and Recreation,Overgrown Tree/Branches,Blocking Street,Street,ONEIL PLACE,"['Tree branches are taking over Oneil Place, blocking the street. When is someone going to cut them back?', 'Our street is basically impassable due to an overgrown tree on Oneil Place. Seriously, how long does it take to trim the branches?']"
171,Manhattan,65,"POLYGON ((-73.9320339827327 40.794668558167224, -73.93203258160518 40.79604092223327, -73.93383840857327 40.79604197291632, -73.93383977247424 40.79466960882884, -73.9320339827327 40.794668558167224))",2.820636364,2,2024-09-11 13:15:00,New York City Police Department,Illegal Parking,Double Parked Blocking Vehicle,Street/Sidewalk,EAST  116 STREET,"['Just saw someone double parked on East 116 Street blocking another vehicle. Coming through one way.', ""Can't believe people double park here on East 116 Street every day. No regard for others."", 'Seriously, can we get some enforcement on East 116 Street? Double parked cars are a nuisance.']"
172,Brooklyn,14,"POLYGON ((-73.91083815233019 40.70048814752186, -73.91083631684495 40.70186052976721, -73.91263959228006 40.70186191256544, -73.91264139064388 40.70048953029187, -73.91083815233019 40.70048814752186))",-0.843125,0,2024-06-14 00:00:00,Department of Transportation,Street Condition,Pothole,,,"['I just hit another pothole on my way to work.', 'Ridiculous how bad the streets are getting around here.', 'Driving on the streets has become a daily gamble with potholes - just had to get a new tire.']"
173,Brooklyn,27,"POLYGON ((-73.96628726515767 40.58021135286303, -73.96628657239728 40.58158375394024, -73.96808660106743 40.58158426803369, -73.96808725683992 40.580211866946, -73.96628726515767 40.58021135286303))",0.974277778,0,2025-07-08 09:30:00,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,OCEAN PARKWAY,"['Just saw an abandoned car on Ocean Parkway with no one in sight. Hope it gets towed soon before it becomes a hazard.', 'Noticed a car abandoned on Ocean Parkway with a plate still attached. Anyone know who it belongs to?']"
174,Brooklyn,27,"POLYGON ((-73.96628726515767 40.58021135286303, -73.96628657239728 40.58158375394024, -73.96808660106743 40.58158426803369, -73.96808725683992 40.580211866946, -73.96628726515767 40.58021135286303))",0.974277778,0,2025-07-08 09:30:00,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,OCEAN PARKWAY,"[""Just got a pretty hefty parking fine on Ocean Pkwy, can't believe no one enforces the signs."", ""Not sure what's more frustrating, the ticket or the fact they left the car there for hours."", 'Still waiting for the city to take care of the no-parking signs on Ocean Pkwy.', ""Someone's gonna get in a serious accident on Ocean Pkwy if they don't start enforcing the parking."", ""I'm not the first person to complain about parking on Ocean Pkwy, but it's getting ridiculous now.""]"
175,Queens,9,"POLYGON ((-73.78771245795055 40.75797663326626, -73.78770808403227 40.759349001353684, -73.78951291153507 40.759352313156434, -73.78951724826818 40.75797994500144, -73.78771245795055 40.75797663326626))",1.349,1,2024-11-22 08:45:00,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,193 STREET,"['Just spotted an abandoned car on 193 STREET, someone needs to report it to the authorities.', ""I'm getting frustrated, that old car on 193 STREET is still there, needs to be moved ASAP."", 'Just went down 193 STREET and that abandoned car is still sitting there, really annoying.']"
176,Bronx,38,"POLYGON ((-73.92835908518103 40.80740603366862, -73.92835760801243 40.808778394905765, -73.93016378051031 40.80877950315876, -73.93016522043811 40.80740714189901, -73.92835908518103 40.80740603366862))",1.55135,1,2025-04-04 10:45:00,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,LINCOLN AVENUE,"[""Just got my car ticketed on Lincoln Avenue for parking next to a posted sign. \n\nWish people would follow the rules, it makes my life easier.\n\nJust found out the fine for parking on Lincoln without a permit is pretty steep \n\nThe officer who ticketed me said it's the 10th time that car has been ticketed on this block alone.\n\nNot sure what's more infuriating, the fine or the fact that I had to take time off to deal with this.""]"
177,Manhattan,20,"POLYGON ((-73.94974825825116 40.79679299587084, -73.94974722227242 40.79816535966469, -73.95155310710966 40.798166132816135, -73.95155410585946 40.796793769006534, -73.94974825825116 40.79679299587084))",-0.476117647,0,2024-02-28 00:00:00,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,WEST  110 STREET,"['Just got a parking ticket on 110 Street for parking in a no-parking zone despite clear signs.', 'Fed up with illegal parking on my street. Need to find a solution to keep our community safe.']"
178,Bronx,96,"POLYGON ((-73.84152954456823 40.86780053391224, -73.84152627408959 40.86917287924508, -73.84333408468446 40.86917534782106, -73.84333731785483 40.86780300243788, -73.84152954456823 40.86780053391224))",-0.082256098,0,2024-09-14 10:00:00,Department of Transportation,Street Light Condition,Street Light Out,,O NEIL PLACE,"[""Just walked down O'Neil Place and saw the street light out, of all things."", ""Frustrated cause the street light on O'Neil Place is still out, might be a hazard in the dark.""]"
