Time,Temperature,Condition,Wind,Humidity,Pressure,Visibility,day,month
,25 °C,Sunny.,15 km/h,62%,1030 mbar,8 km,6,8
,26 °C,Sunny.,7 km/h,56%,1030 mbar,8 km,6,8
,25 °C,Sunny.,7 km/h,60%,1029 mbar,10 km,6,8
,24 °C,Sunny.,7 km/h,62%,1030 mbar,11 km,6,8
,24 °C,Passing clouds.,7 km/h,62%,1029 mbar,11 km,6,8
,23 °C,Sunny.,6 km/h,50%,1029 mbar,16 km,6,8
,23 °C,Sunny.,6 km/h,50%,1029 mbar,16 km,6,8
,22 °C,Light rain. Partly sunny.,6 km/h,61%,1029 mbar,16 km,6,8
,22 °C,Light rain. Partly sunny.,No wind,57%,1029 mbar,16 km,6,8
,21 °C,Light rain. Mostly cloudy.,No wind,61%,1030 mbar,16 km,6,8
,19 °C,Light rain. Overcast.,No wind,73%,1030 mbar,16 km,6,8
,19 °C,Light rain. Overcast.,7 km/h,71%,1030 mbar,16 km,6,8
,19 °C,Light rain. Overcast.,6 km/h,78%,1030 mbar,14 km,6,8
,18 °C,Light rain. Overcast.,No wind,87%,1030 mbar,16 km,7,8
,18 °C,Overcast.,7 km/h,87%,1029 mbar,16 km,7,8
,18 °C,Overcast.,7 km/h,87%,1028 mbar,16 km,7,8
,18 °C,Overcast.,No wind,87%,1027 mbar,16 km,7,8
,19 °C,Passing clouds.,7 km/h,81%,1028 mbar,16 km,7,8
,19 °C,Passing clouds.,6 km/h,84%,1028 mbar,16 km,7,8
,19 °C,Passing clouds.,11 km/h,85%,1028 mbar,14 km,7,8
,21 °C,Scattered clouds.,6 km/h,79%,1029 mbar,8 km,7,8
,22 °C,Sunny.,13 km/h,68%,1028 mbar,8 km,7,8
,23 °C,Sunny.,6 km/h,62%,1028 mbar,8 km,7,8
,24 °C,Sunny.,11 km/h,56%,1028 mbar,10 km,7,8
,24 °C,Sunny.,6 km/h,56%,1028 mbar,10 km,7,8
,26 °C,Overcast.,7 km/h,50%,1028 mbar,11 km,7,8
,25 °C,Passing clouds.,N/A,56%,1027 mbar,11 km,7,8
,26 °C,Scattered clouds.,N/A,48%,1026 mbar,16 km,7,8
,26 °C,Overcast.,N/A,40%,1026 mbar,16 km,7,8
,25 °C,Sunny.,7 km/h,40%,1026 mbar,16 km,7,8
,24 °C,Sunny.,7 km/h,50%,1026 mbar,16 km,7,8
,23 °C,Sunny.,N/A,50%,1026 mbar,16 km,7,8
,22 °C,Sunny.,No wind,53%,1026 mbar,16 km,7,8
,22 °C,Clear.,9 km/h,43%,1026 mbar,16 km,7,8
,21 °C,Clear.,No wind,53%,1026 mbar,16 km,7,8
,20 °C,Clear.,6 km/h,61%,1026 mbar,16 km,7,8
,19 °C,Clear.,7 km/h,63%,1026 mbar,16 km,7,8
,19 °C,Clear.,No wind,65%,1026 mbar,16 km,8,8
,19 °C,Clear.,6 km/h,68%,1025 mbar,16 km,8,8
,19 °C,Clear.,No wind,70%,1025 mbar,16 km,8,8
,18 °C,Clear.,No wind,75%,1025 mbar,16 km,8,8
,18 °C,Clear.,6 km/h,76%,1025 mbar,16 km,8,8
,18 °C,Clear.,7 km/h,78%,1025 mbar,16 km,8,8
,18 °C,Sunny.,No wind,76%,1025 mbar,16 km,8,8
,20 °C,Sunny.,No wind,68%,1025 mbar,16 km,8,8
,22 °C,Sunny.,N/A,51%,1025 mbar,16 km,8,8
,23 °C,Sunny.,9 km/h,45%,1026 mbar,16 km,8,8
,24 °C,Sunny.,11 km/h,42%,1026 mbar,16 km,8,8
,26 °C,Sunny.,9 km/h,39%,1026 mbar,16 km,8,8
,27 °C,Sunny.,No wind,33%,1025 mbar,16 km,8,8
,27 °C,Sunny.,6 km/h,32%,1024 mbar,16 km,8,8
,27 °C,Sunny.,6 km/h,30%,1024 mbar,16 km,8,8
,26 °C,Sunny.,No wind,31%,1024 mbar,16 km,8,8
,26 °C,Sunny.,N/A,32%,1024 mbar,16 km,8,8
,24 °C,Sunny.,N/A,43%,1023 mbar,16 km,8,8
,23 °C,Sunny.,7 km/h,46%,1024 mbar,16 km,8,8
,22 °C,Sunny.,No wind,48%,1024 mbar,16 km,8,8
,21 °C,Clear.,No wind,49%,1024 mbar,16 km,8,8
,21 °C,Clear.,6 km/h,51%,1024 mbar,16 km,8,8
,21 °C,Clear.,No wind,55%,1024 mbar,16 km,8,8
,20 °C,Clear.,No wind,61%,1024 mbar,16 km,8,8
,19 °C,Clear.,No wind,61%,1024 mbar,16 km,9,8
,19 °C,Clear.,No wind,63%,1024 mbar,16 km,9,8
,19 °C,Clear.,No wind,61%,1024 mbar,16 km,9,8
,19 °C,Clear.,No wind,65%,1024 mbar,16 km,9,8
,19 °C,Clear.,No wind,65%,1024 mbar,16 km,9,8
,18 °C,Clear.,6 km/h,70%,1024 mbar,16 km,9,8
,18 °C,Sunny.,No wind,68%,1024 mbar,16 km,9,8
,21 °C,Sunny.,No wind,63%,1024 mbar,16 km,9,8
,22 °C,Sunny.,6 km/h,53%,1024 mbar,16 km,9,8
,24 °C,Sunny.,No wind,48%,1025 mbar,16 km,9,8
,26 °C,Sunny.,9 km/h,43%,1024 mbar,16 km,9,8
,27 °C,Sunny.,15 km/h,39%,1024 mbar,16 km,9,8
,28 °C,Sunny.,No wind,31%,1024 mbar,16 km,9,8
,29 °C,Sunny.,7 km/h,26%,1023 mbar,16 km,9,8
,29 °C,Sunny.,9 km/h,21%,1023 mbar,16 km,9,8
,28 °C,Sunny.,6 km/h,38%,1022 mbar,16 km,9,8
,27 °C,Sunny.,6 km/h,38%,1022 mbar,16 km,9,8
,26 °C,Sunny.,7 km/h,42%,1022 mbar,16 km,9,8
,25 °C,Sunny.,6 km/h,44%,1022 mbar,16 km,9,8
,23 °C,Sunny.,7 km/h,48%,1023 mbar,16 km,9,8
,23 °C,Clear.,No wind,50%,1023 mbar,16 km,9,8
,22 °C,Clear.,No wind,48%,1024 mbar,16 km,9,8
,22 °C,Clear.,No wind,51%,1023 mbar,16 km,9,8
,22 °C,Clear.,No wind,48%,1023 mbar,16 km,9,8
,22 °C,Clear.,No wind,46%,1023 mbar,16 km,10,8
,22 °C,Clear.,No wind,41%,1024 mbar,16 km,10,8
,21 °C,Clear.,No wind,47%,1023 mbar,16 km,10,8
,21 °C,Clear.,No wind,51%,1023 mbar,16 km,10,8
,21 °C,Clear.,No wind,53%,1023 mbar,16 km,10,8
,21 °C,Clear.,No wind,61%,1024 mbar,16 km,10,8
,21 °C,Sunny.,No wind,64%,1024 mbar,16 km,10,8
,22 °C,Sunny.,No wind,59%,1025 mbar,16 km,10,8
,24 °C,Sunny.,No wind,52%,1024 mbar,16 km,10,8
,26 °C,Sunny.,No wind,45%,1024 mbar,16 km,10,8
,28 °C,Sunny.,7 km/h,32%,1024 mbar,16 km,10,8
,29 °C,Sunny.,7 km/h,33%,1024 mbar,16 km,10,8
,29 °C,Sunny.,No wind,30%,1023 mbar,16 km,10,8
,31 °C,Sunny.,No wind,29%,1023 mbar,16 km,10,8
,32 °C,Sunny.,No wind,28%,1023 mbar,16 km,10,8
,31 °C,Sunny.,N/A,33%,1022 mbar,16 km,10,8
,29 °C,Sunny.,9 km/h,39%,1023 mbar,16 km,10,8
,28 °C,Sunny.,6 km/h,43%,1023 mbar,16 km,10,8
,28 °C,Sunny.,7 km/h,41%,1022 mbar,16 km,10,8
,27 °C,Sunny.,6 km/h,42%,1022 mbar,16 km,10,8
,26 °C,Clear.,No wind,45%,1023 mbar,16 km,10,8
,25 °C,Clear.,7 km/h,48%,1023 mbar,16 km,10,8
,24 °C,Clear.,6 km/h,52%,1023 mbar,16 km,10,8
,24 °C,Clear.,9 km/h,52%,1023 mbar,16 km,10,8
,24 °C,Clear.,11 km/h,55%,1023 mbar,16 km,11,8
,24 °C,Clear.,7 km/h,55%,1022 mbar,16 km,11,8
,23 °C,Clear.,7 km/h,60%,1022 mbar,16 km,11,8
,23 °C,Clear.,6 km/h,62%,1022 mbar,16 km,11,8
,22 °C,Clear.,6 km/h,64%,1022 mbar,16 km,11,8
,22 °C,Clear.,6 km/h,61%,1023 mbar,16 km,11,8
,22 °C,Sunny.,No wind,61%,1023 mbar,16 km,11,8
,24 °C,Sunny.,No wind,55%,1024 mbar,16 km,11,8
,25 °C,Sunny.,No wind,48%,1024 mbar,16 km,11,8
,26 °C,Sunny.,9 km/h,39%,1024 mbar,16 km,11,8
,27 °C,Sunny.,N/A,37%,1024 mbar,16 km,11,8
,29 °C,Sunny.,No wind,34%,1023 mbar,14 km,11,8
,31 °C,Sunny.,N/A,33%,1023 mbar,14 km,11,8
,31 °C,Sunny.,N/A,35%,1022 mbar,14 km,11,8
,31 °C,Sunny.,N/A,35%,1021 mbar,14 km,11,8
,31 °C,Sunny.,6 km/h,37%,1021 mbar,14 km,11,8
,29 °C,Sunny.,N/A,42%,1021 mbar,16 km,11,8
,28 °C,Sunny.,6 km/h,41%,1021 mbar,14 km,11,8
,27 °C,Sunny.,7 km/h,44%,1020 mbar,14 km,11,8
,26 °C,Sunny.,No wind,45%,1020 mbar,16 km,11,8
,26 °C,Clear.,No wind,48%,1020 mbar,16 km,11,8
,24 °C,Clear.,7 km/h,54%,1021 mbar,16 km,11,8
,24 °C,Clear.,No wind,42%,1021 mbar,16 km,11,8
,24 °C,Clear.,No wind,48%,1020 mbar,16 km,11,8
,23 °C,Clear.,No wind,62%,1020 mbar,16 km,12,8
,23 °C,Clear.,7 km/h,69%,1020 mbar,16 km,12,8
,22 °C,Clear.,No wind,73%,1019 mbar,16 km,12,8
,22 °C,Clear.,7 km/h,73%,1019 mbar,16 km,12,8
,22 °C,Clear.,6 km/h,78%,1019 mbar,16 km,12,8
,22 °C,Clear.,No wind,78%,1020 mbar,16 km,12,8
,22 °C,Sunny.,No wind,78%,1020 mbar,16 km,12,8
,23 °C,Sunny.,6 km/h,74%,1020 mbar,16 km,12,8
,24 °C,Sunny.,No wind,67%,1020 mbar,13 km,12,8
,27 °C,Sunny.,No wind,56%,1019 mbar,16 km,12,8
,28 °C,Sunny.,No wind,51%,1018 mbar,16 km,12,8
,30 °C,Sunny.,No wind,45%,1018 mbar,13 km,12,8
,32 °C,Sunny.,6 km/h,39%,1017 mbar,16 km,12,8
,31 °C,Passing clouds.,9 km/h,45%,1016 mbar,16 km,12,8
,31 °C,Sunny.,9 km/h,51%,1016 mbar,16 km,12,8
,30 °C,Sunny.,11 km/h,55%,1016 mbar,16 km,12,8
,29 °C,Sunny.,N/A,55%,1015 mbar,16 km,12,8
,29 °C,Sunny.,N/A,55%,1015 mbar,16 km,12,8
,28 °C,Sunny.,No wind,57%,1015 mbar,16 km,12,8
,27 °C,Sunny.,6 km/h,62%,1015 mbar,16 km,12,8
,26 °C,Clear.,6 km/h,67%,1015 mbar,16 km,12,8
,26 °C,Clear.,7 km/h,69%,1015 mbar,16 km,12,8
,26 °C,Clear.,7 km/h,71%,1015 mbar,16 km,12,8
,26 °C,Clear.,6 km/h,71%,1014 mbar,16 km,12,8
,25 °C,Clear.,6 km/h,74%,1014 mbar,16 km,13,8
,25 °C,Clear.,7 km/h,74%,1014 mbar,16 km,13,8
,26 °C,Clear.,7 km/h,71%,1014 mbar,16 km,13,8
,25 °C,Clear.,No wind,74%,1013 mbar,16 km,13,8
,24 °C,Clear.,6 km/h,77%,1013 mbar,16 km,13,8
,24 °C,Clear.,7 km/h,80%,1013 mbar,16 km,13,8
,25 °C,Sunny.,No wind,77%,1013 mbar,16 km,13,8
,26 °C,Sunny.,N/A,79%,1014 mbar,16 km,13,8
,27 °C,Sunny.,No wind,71%,1013 mbar,16 km,13,8
,28 °C,Sunny.,7 km/h,68%,1013 mbar,16 km,13,8
,29 °C,Sunny.,6 km/h,63%,1013 mbar,16 km,13,8
,31 °C,Sunny.,6 km/h,54%,1013 mbar,16 km,13,8
,31 °C,Scattered clouds.,9 km/h,54%,1012 mbar,16 km,13,8
,31 °C,Partly sunny.,11 km/h,52%,1011 mbar,16 km,13,8
,31 °C,Sunny.,7 km/h,54%,1010 mbar,16 km,13,8
,30 °C,Sunny.,13 km/h,59%,1010 mbar,16 km,13,8
,29 °C,Scattered clouds.,N/A,61%,1010 mbar,16 km,13,8
,26 °C,Light rain. More clouds than sun.,No wind,84%,1011 mbar,10 km,13,8
,22 °C,Heavy rain. Fog.,7 km/h,91%,1013 mbar,1 km,13,8
,22 °C,Heavy rain. Fog.,6 km/h,90%,1012 mbar,1 km,13,8
,22 °C,Light rain. Fog.,7 km/h,93%,1010 mbar,8 km,13,8
,23 °C,Fog.,No wind,90%,1011 mbar,6 km,13,8
,23 °C,Fog.,No wind,90%,1012 mbar,6 km,13,8
,23 °C,Fog.,7 km/h,94%,1012 mbar,10 km,13,8
,23 °C,Fog.,No wind,94%,1012 mbar,10 km,13,8
,23 °C,Clear.,No wind,91%,1011 mbar,11 km,13,8
,23 °C,Fog.,No wind,91%,1011 mbar,6 km,13,8
,23 °C,Passing clouds.,No wind,91%,1012 mbar,11 km,14,8
,23 °C,Fog.,No wind,94%,1011 mbar,8 km,14,8
,23 °C,Fog.,No wind,91%,1012 mbar,8 km,14,8
,23 °C,Fog.,7 km/h,94%,1011 mbar,8 km,14,8
,23 °C,Clear.,6 km/h,90%,1011 mbar,13 km,14,8
,23 °C,Clear.,No wind,90%,1011 mbar,14 km,14,8
,23 °C,Clear.,No wind,90%,1011 mbar,13 km,14,8
,23 °C,Passing clouds.,6 km/h,90%,1011 mbar,14 km,14,8
,23 °C,Sunny.,No wind,90%,1012 mbar,13 km,14,8
,24 °C,Passing clouds.,No wind,88%,1012 mbar,13 km,14,8
,24 °C,Sunny.,6 km/h,85%,1012 mbar,16 km,14,8
,26 °C,Sunny.,6 km/h,76%,1013 mbar,16 km,14,8
,26 °C,Sunny.,6 km/h,77%,1013 mbar,16 km,14,8
,28 °C,Scattered clouds.,7 km/h,65%,1013 mbar,16 km,14,8
,28 °C,Sunny.,7 km/h,63%,1013 mbar,16 km,14,8
,31 °C,Passing clouds.,9 km/h,51%,1013 mbar,16 km,14,8
,31 °C,Sunny.,No wind,50%,1013 mbar,16 km,14,8
,32 °C,Sunny.,6 km/h,48%,1012 mbar,16 km,14,8
,31 °C,Sunny.,6 km/h,53%,1012 mbar,16 km,14,8
,30 °C,Sunny.,7 km/h,53%,1013 mbar,16 km,14,8
,30 °C,Sunny.,No wind,49%,1013 mbar,16 km,14,8
,29 °C,Sunny.,6 km/h,53%,1014 mbar,16 km,14,8
,28 °C,Clear.,No wind,65%,1015 mbar,16 km,14,8
,28 °C,Clear.,No wind,63%,1016 mbar,16 km,14,8
,27 °C,Clear.,6 km/h,67%,1016 mbar,16 km,14,8
,27 °C,Clear.,6 km/h,69%,1016 mbar,16 km,14,8
,27 °C,Clear.,7 km/h,58%,1016 mbar,16 km,15,8
,26 °C,Clear.,7 km/h,62%,1016 mbar,16 km,15,8
,26 °C,Overcast.,9 km/h,66%,1017 mbar,16 km,15,8
,26 °C,Passing clouds.,6 km/h,58%,1017 mbar,16 km,15,8
,25 °C,Overcast.,9 km/h,60%,1018 mbar,16 km,15,8
,24 °C,Passing clouds.,11 km/h,62%,1018 mbar,16 km,15,8
,24 °C,Sunny.,6 km/h,62%,1019 mbar,16 km,15,8
,25 °C,Sunny.,11 km/h,54%,1020 mbar,14 km,15,8
,26 °C,Sunny.,13 km/h,50%,1020 mbar,14 km,15,8
,26 °C,Sunny.,19 km/h,48%,1021 mbar,14 km,15,8
,27 °C,Sunny.,15 km/h,44%,1021 mbar,16 km,15,8
,28 °C,Sunny.,9 km/h,44%,1021 mbar,16 km,15,8
,30 °C,Sunny.,13 km/h,37%,1021 mbar,16 km,15,8
,31 °C,Sunny.,17 km/h,35%,1020 mbar,16 km,15,8
,31 °C,Sunny.,7 km/h,38%,1020 mbar,16 km,15,8
,31 °C,Sunny.,7 km/h,38%,1020 mbar,16 km,15,8
,28 °C,Sunny.,7 km/h,53%,1020 mbar,14 km,15,8
,28 °C,Sunny.,N/A,56%,1020 mbar,16 km,15,8
,26 °C,Sunny.,N/A,60%,1020 mbar,16 km,15,8
,25 °C,Sunny.,9 km/h,69%,1021 mbar,16 km,15,8
,25 °C,Clear.,N/A,69%,1021 mbar,16 km,15,8
,24 °C,Clear.,No wind,74%,1021 mbar,16 km,15,8
,24 °C,Passing clouds.,No wind,76%,1021 mbar,16 km,15,8
,24 °C,Passing clouds.,6 km/h,79%,1023 mbar,14 km,15,8
,24 °C,Passing clouds.,No wind,82%,1023 mbar,13 km,15,8
,24 °C,Passing clouds.,No wind,79%,1022 mbar,14 km,15,8
,24 °C,Passing clouds.,7 km/h,76%,1022 mbar,14 km,16,8
,23 °C,Passing clouds.,No wind,82%,1021 mbar,14 km,16,8
,23 °C,Overcast.,No wind,82%,1021 mbar,14 km,16,8
,24 °C,Overcast.,No wind,76%,1021 mbar,14 km,16,8
,23 °C,Overcast.,No wind,76%,1022 mbar,16 km,16,8
,24 °C,Overcast.,No wind,74%,1022 mbar,16 km,16,8
,23 °C,Overcast.,No wind,76%,1021 mbar,14 km,16,8
,24 °C,Mostly cloudy.,No wind,76%,1022 mbar,13 km,16,8
,24 °C,Overcast.,No wind,76%,1021 mbar,13 km,16,8
,24 °C,Scattered clouds.,6 km/h,79%,1022 mbar,16 km,16,8
,24 °C,Partly sunny.,No wind,74%,1022 mbar,16 km,16,8
,25 °C,Partly sunny.,No wind,71%,1021 mbar,16 km,16,8
,26 °C,Passing clouds.,6 km/h,69%,1022 mbar,16 km,16,8
,26 °C,Overcast.,6 km/h,69%,1021 mbar,16 km,16,8
,27 °C,Partly sunny.,6 km/h,62%,1022 mbar,16 km,16,8
,27 °C,Broken clouds.,6 km/h,62%,1021 mbar,16 km,16,8
,28 °C,Scattered clouds.,7 km/h,60%,1020 mbar,16 km,16,8
,28 °C,Passing clouds.,6 km/h,59%,1019 mbar,16 km,16,8
,28 °C,Sunny.,15 km/h,57%,1019 mbar,16 km,16,8
,28 °C,Sunny.,N/A,60%,1018 mbar,16 km,16,8
,27 °C,Sunny.,6 km/h,62%,1018 mbar,16 km,16,8
,27 °C,Sunny.,N/A,60%,1018 mbar,16 km,16,8
,26 °C,Passing clouds.,6 km/h,67%,1017 mbar,16 km,16,8
,25 °C,Sunny.,6 km/h,69%,1017 mbar,16 km,16,8
,24 °C,Clear.,7 km/h,69%,1017 mbar,16 km,16,8
,24 °C,Clear.,N/A,74%,1017 mbar,16 km,16,8
,24 °C,Passing clouds.,No wind,72%,1016 mbar,16 km,16,8
,24 °C,Overcast.,6 km/h,69%,1017 mbar,16 km,16,8
,24 °C,Passing clouds.,6 km/h,66%,1016 mbar,16 km,17,8
,24 °C,Passing clouds.,6 km/h,69%,1016 mbar,16 km,17,8
,23 °C,Passing clouds.,6 km/h,74%,1016 mbar,16 km,17,8
,23 °C,Clear.,N/A,76%,1015 mbar,16 km,17,8
,23 °C,Clear.,7 km/h,79%,1015 mbar,16 km,17,8
,23 °C,Clear.,6 km/h,81%,1015 mbar,16 km,17,8
,23 °C,Sunny.,6 km/h,79%,1014 mbar,14 km,17,8
,24 °C,Sunny.,No wind,79%,1014 mbar,14 km,17,8
,25 °C,Sunny.,N/A,74%,1014 mbar,16 km,17,8
,27 °C,Sunny.,9 km/h,69%,1013 mbar,16 km,17,8
,28 °C,Sunny.,13 km/h,65%,1013 mbar,16 km,17,8
,29 °C,Sunny.,N/A,59%,1013 mbar,16 km,17,8
,30 °C,Passing clouds.,6 km/h,59%,1012 mbar,16 km,17,8
,31 °C,Sunny.,9 km/h,55%,1012 mbar,16 km,17,8
,32 °C,Sunny.,6 km/h,48%,1010 mbar,16 km,17,8
,32 °C,Sunny.,6 km/h,48%,1010 mbar,16 km,17,8
,31 °C,Sunny.,N/A,57%,1010 mbar,16 km,17,8
,29 °C,Passing clouds.,6 km/h,61%,1009 mbar,16 km,17,8
,24 °C,Heavy rain. Cloudy.,7 km/h,82%,1013 mbar,0 km,17,8
,23 °C,Light rain. Fog.,6 km/h,90%,1012 mbar,6 km,17,8
,23 °C,Light rain. Fog.,No wind,94%,1012 mbar,10 km,17,8
,23 °C,Light rain. Fog.,No wind,94%,1012 mbar,3 km,17,8
,23 °C,Fog.,No wind,94%,1012 mbar,6 km,17,8
,24 °C,Fog.,No wind,90%,1010 mbar,10 km,17,8
,24 °C,Fog.,No wind,91%,1011 mbar,6 km,17,8
,23 °C,Passing clouds.,7 km/h,91%,1011 mbar,14 km,17,8
,24 °C,Passing clouds.,6 km/h,88%,1012 mbar,14 km,17,8
,24 °C,Fog.,No wind,90%,1012 mbar,10 km,17,8
,24 °C,Clear.,No wind,85%,1013 mbar,14 km,18,8
,24 °C,Passing clouds.,11 km/h,82%,1014 mbar,16 km,18,8
,23 °C,Partly cloudy.,9 km/h,82%,1014 mbar,16 km,18,8
,23 °C,Passing clouds.,13 km/h,76%,1014 mbar,16 km,18,8
,21 °C,Passing clouds.,11 km/h,73%,1015 mbar,16 km,18,8
,20 °C,Overcast.,13 km/h,73%,1014 mbar,16 km,18,8
,19 °C,Passing clouds.,17 km/h,71%,1016 mbar,16 km,18,8
,20 °C,Overcast.,13 km/h,68%,1015 mbar,16 km,18,8
,20 °C,Overcast.,17 km/h,68%,1016 mbar,16 km,18,8
,19 °C,Overcast.,11 km/h,66%,1018 mbar,16 km,18,8
,19 °C,Overcast.,13 km/h,66%,1019 mbar,16 km,18,8
,19 °C,Overcast.,17 km/h,70%,1020 mbar,16 km,18,8
,19 °C,Overcast.,11 km/h,66%,1020 mbar,16 km,18,8
,20 °C,Mostly cloudy.,11 km/h,61%,1022 mbar,16 km,18,8
,21 °C,Mostly cloudy.,9 km/h,61%,1021 mbar,16 km,18,8
,21 °C,Overcast.,19 km/h,59%,1022 mbar,16 km,18,8
,22 °C,Mostly cloudy.,13 km/h,57%,1021 mbar,16 km,18,8
,22 °C,Overcast.,13 km/h,57%,1021 mbar,16 km,18,8
,22 °C,Overcast.,N/A,57%,1021 mbar,16 km,18,8
,23 °C,Overcast.,6 km/h,57%,1021 mbar,16 km,18,8
,23 °C,Overcast.,No wind,56%,1021 mbar,16 km,18,8
,23 °C,Sunny.,No wind,52%,1021 mbar,16 km,18,8
,22 °C,Sunny.,6 km/h,61%,1021 mbar,16 km,18,8
,21 °C,Clear.,N/A,70%,1021 mbar,16 km,18,8
,21 °C,Clear.,N/A,68%,1022 mbar,16 km,18,8
,20 °C,Clear.,9 km/h,73%,1022 mbar,16 km,18,8
,19 °C,Clear.,No wind,68%,1022 mbar,16 km,18,8
,19 °C,Clear.,9 km/h,68%,1023 mbar,16 km,18,8
,19 °C,Clear.,No wind,68%,1023 mbar,16 km,19,8
,19 °C,Clear.,7 km/h,70%,1023 mbar,16 km,19,8
,19 °C,Passing clouds.,11 km/h,68%,1023 mbar,16 km,19,8
,19 °C,Passing clouds.,7 km/h,65%,1023 mbar,16 km,19,8
,19 °C,Overcast.,7 km/h,65%,1023 mbar,16 km,19,8
,18 °C,Overcast.,11 km/h,66%,1023 mbar,16 km,19,8
,18 °C,Sunny.,13 km/h,61%,1024 mbar,16 km,19,8
,19 °C,Overcast.,15 km/h,55%,1024 mbar,16 km,19,8
,20 °C,Sunny.,11 km/h,42%,1024 mbar,16 km,19,8
,21 °C,Sunny.,13 km/h,41%,1024 mbar,16 km,19,8
,22 °C,Sunny.,17 km/h,43%,1024 mbar,16 km,19,8
,23 °C,Sunny.,7 km/h,41%,1023 mbar,16 km,19,8
,24 °C,Overcast.,11 km/h,33%,1023 mbar,16 km,19,8
,24 °C,Overcast.,11 km/h,35%,1023 mbar,16 km,19,8
,24 °C,Overcast.,13 km/h,37%,1022 mbar,16 km,19,8
,23 °C,Partly sunny.,N/A,40%,1022 mbar,16 km,19,8
,23 °C,Sunny.,13 km/h,40%,1022 mbar,16 km,19,8
,22 °C,Overcast.,N/A,46%,1021 mbar,16 km,19,8
,21 °C,Overcast.,N/A,51%,1021 mbar,16 km,19,8
,21 °C,Passing clouds.,N/A,53%,1021 mbar,16 km,19,8
,20 °C,Passing clouds.,N/A,59%,1021 mbar,16 km,19,8
,19 °C,Passing clouds.,11 km/h,61%,1021 mbar,16 km,19,8
,19 °C,Passing clouds.,13 km/h,61%,1021 mbar,16 km,19,8
,19 °C,Passing clouds.,6 km/h,61%,1021 mbar,16 km,19,8
,19 °C,Passing clouds.,9 km/h,63%,1021 mbar,16 km,20,8
,19 °C,Passing clouds.,7 km/h,68%,1020 mbar,16 km,20,8
,19 °C,Clear.,6 km/h,68%,1019 mbar,16 km,20,8
,19 °C,Overcast.,11 km/h,68%,1019 mbar,16 km,20,8
,19 °C,Overcast.,9 km/h,68%,1019 mbar,16 km,20,8
,19 °C,Overcast.,13 km/h,68%,1018 mbar,16 km,20,8
,20 °C,Overcast.,13 km/h,68%,1019 mbar,16 km,20,8
,20 °C,Mostly cloudy.,13 km/h,70%,1018 mbar,16 km,20,8
,21 °C,Mostly cloudy.,11 km/h,70%,1019 mbar,16 km,20,8
,21 °C,More clouds than sun.,15 km/h,73%,1019 mbar,14 km,20,8
,21 °C,Light rain. More clouds than sun.,7 km/h,73%,1018 mbar,16 km,20,8
,20 °C,Mostly cloudy.,11 km/h,82%,1019 mbar,11 km,20,8
,21 °C,Overcast.,7 km/h,81%,1017 mbar,16 km,20,8
,21 °C,Light rain. Overcast.,9 km/h,81%,1017 mbar,10 km,20,8
,21 °C,Light rain. Fog.,11 km/h,87%,1018 mbar,5 km,20,8
,20 °C,Light rain. Fog.,11 km/h,87%,1018 mbar,5 km,20,8
,20 °C,Light rain. Fog.,7 km/h,90%,1018 mbar,3 km,20,8
,19 °C,Light rain. Fog.,9 km/h,90%,1017 mbar,5 km,20,8
,20 °C,Light rain. Fog.,15 km/h,90%,1018 mbar,4 km,20,8
,19 °C,Rain. Fog.,19 km/h,93%,1018 mbar,2 km,20,8
,19 °C,Light rain. Fog.,15 km/h,93%,1018 mbar,5 km,20,8
,19 °C,Light rain. Fog.,11 km/h,90%,1016 mbar,6 km,20,8
,18 °C,Light rain. More clouds than sun.,19 km/h,91%,1018 mbar,11 km,20,8
,18 °C,Light rain. More clouds than sun.,20 km/h,91%,1017 mbar,11 km,20,8
,18 °C,Light rain. Mostly cloudy.,22 km/h,90%,1017 mbar,11 km,20,8
,18 °C,Light rain. Fog.,26 km/h,94%,1017 mbar,5 km,20,8
,17 °C,Rain. Fog.,17 km/h,90%,1018 mbar,3 km,20,8
,16 °C,Light rain. Fog.,13 km/h,93%,1018 mbar,8 km,20,8
,16 °C,Light rain. Fog.,13 km/h,93%,1018 mbar,10 km,20,8
,16 °C,Heavy rain. Fog.,17 km/h,93%,1019 mbar,3 km,20,8
,15 °C,Rain. Fog.,13 km/h,93%,1018 mbar,4 km,20,8
,15 °C,Light rain. Fog.,9 km/h,93%,1019 mbar,8 km,20,8
,14 °C,Light rain. Fog.,17 km/h,93%,1018 mbar,6 km,20,8
,15 °C,Light rain. Low clouds.,17 km/h,90%,1017 mbar,11 km,20,8
,16 °C,Light rain. Low clouds.,9 km/h,90%,1017 mbar,16 km,21,8
,16 °C,Light rain. Fog.,15 km/h,90%,1017 mbar,5 km,21,8
,16 °C,Low clouds.,15 km/h,90%,1016 mbar,14 km,21,8
,16 °C,Rain. Fog.,17 km/h,90%,1017 mbar,3 km,21,8
,15 °C,Light rain. Fog.,11 km/h,93%,1017 mbar,4 km,21,8
,15 °C,Light rain. Fog.,13 km/h,93%,1017 mbar,6 km,21,8
,15 °C,Light rain. Fog.,9 km/h,93%,1015 mbar,6 km,21,8
,15 °C,Fog.,17 km/h,93%,1015 mbar,8 km,21,8
,15 °C,Low clouds.,22 km/h,90%,1016 mbar,14 km,21,8
,15 °C,Low clouds.,19 km/h,93%,1016 mbar,13 km,21,8
