,Boro,Vol,geometry,congestion,congestion_level,timestamp,Agency Name,Problem (formerly Complaint Type),Problem Detail (formerly Descriptor),Location Type,Street Name,tweets
120,Brooklyn,30,"POLYGON ((-73.96899496250832 40.64812361770431, -73.96899432473967 40.64949600924858, -73.97079618565466 40.64949648090156, -73.97079678636008 40.64812408934768, -73.96899496250832 40.64812361770431))",-0.786916667,0,2024-03-24 00:45:00,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,CATON AVENUE,"['Just moved my car on Caton Avenue, Hydrant blocked again. Annoying.', 'parking enforcement needs to step up on Caton Avenue. Whole street is a mess.', 'just had to drive around the block 3 times because someone double parked on Caton.', 'wish drivers knew the hydrant on Caton Avenue is off limits.', 'traffic is crawling on Caton Avenue because of bad parking.', 'is it too much to ask not to block a hydrant on Caton?', 'getting frustrated with all the parking chaos on Caton.', 'hopefully the city will ticket the cars on Caton Avenue.', 'moving forward not backwards on Caton Avenue means not blocking hydrants.']"
121,Manhattan,45,"POLYGON ((-73.96661565945008 40.7516019272692, -73.96661497167283 40.752974300556886, -73.96841963155394 40.75297480945866, -73.96842028215274 40.751602436160596, -73.96661565945008 40.7516019272692))",-0.296121951,0,2024-02-14 22:30:00,New York City Police Department,Illegal Parking,Blocked Bike Lane,Street/Sidewalk,1 AVENUE,"[""Ugh, some genius is blocking the bike lane on 1 AVENUE. Can't they see it's for cyclists?"", ""Parking fine can't come soon enough for the cars parked in the bike lane on 1 AVENUE today."", 'Why do people think they can just block the bike lane on 1 AVENUE? Congested enough already.', 'Just had to ride around a car parked in the bike lane on 1 AVENUE today. So frustrating.']"
122,Manhattan,141,"POLYGON ((-73.97178007473232 40.794343669435854, -73.97177949297799 40.795716033913855, -73.97358531156605 40.795716461891985, -73.97358585609415 40.79434409740523, -73.97178007473232 40.794343669435854))",0.982842857,0,2025-03-07 17:45:00,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,WEST   96 STREET,"['Just had my car parked in front of my home on WEST 96 STREET block my driveway. Not exactly what I need after a long day.', ""The partial access issue on WEST 96 STREET is getting annoying. Can't even get my car out without a hassle.""]"
123,Bronx,28,"POLYGON ((-73.86524403682557 40.85658616409697, -73.86524125622996 40.85795851278823, -73.86704876280693 40.85796060983907, -73.8670515061068 40.856588261105045, -73.86524403682557 40.85658616409697))",-1.569888889,0,2025-03-14 04:30:00,New York City Police Department,Illegal Parking,Paper License Plates,Street/Sidewalk,PELHAM PARKWAY NORTH,"['Just saw a car parked on Pelham Parkway North with a paper license plate. No joke.', 'People need to follow the parking rules, seriously. How hard is it to get a real license plate?', ""Congestion on the parkway is pretty low today, but I'm still annoyed by that car with the fake license plate."", ""If you're going to park in the city, get a legitimate license plate. It's not that hard.""]"
124,Bronx,28,"POLYGON ((-73.86524403682557 40.85658616409697, -73.86524125622996 40.85795851278823, -73.86704876280693 40.85796060983907, -73.8670515061068 40.856588261105045, -73.86524403682557 40.85658616409697))",-1.569888889,0,2025-03-14 04:30:00,Department of Transportation,Street Sign - Missing,"No Parking, Standing, Stopping",Street,PELHAM PARKWAY NORTH,"['Missing street sign on Pelham Parkway North is super annoying.', ""Can't believe the no parking sign is gone on Pealham Parkway North."", 'Just found out the no parking sign is missing on Pelham Parkway North AGAIN.', 'Driving through Pelham Parkway North is getting ridiculous thanks to missing street signs.', 'Just got stuck behind a car blocking the road on Pelham Parkway North. No parking sign should be there.', ""No parking sign is missing on Pelham Parkway North and it's causing chaos."", 'That missing no parking sign on Pelham Parkway North is really messing with traffic.', 'Think someone should put back the missing no parking sign on Pelham Parkway North already.', 'Missing street signs on Pelham Parkway North are a recipe for disaster.']"
125,Queens,75,"POLYGON ((-73.83265224094487 40.755274391863516, -73.832648793093 40.75664676201696, -73.83445354936536 40.75664936974395, -73.83445696003493 40.75527699953729, -73.83265224094487 40.755274391863516))",-0.811898148,0,2024-11-15 23:15:00,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,HAIGHT STREET,"[""My car can't fit down Haight Street anymore because of some parked cars - really frustrating when I just wanna go home."", 'Just tried to get to Haight Street and the sidewalk is blocked - no room to squeeze through.', 'Anybody know how to get a delivery truck scheduled on Haight Street?', 'Just got stuck in my own driveway because someone parked too close - not cool.', ""Can't even get a glimpse of the street on Haight right now - blocked from every direction.""]"
126,Queens,33,"POLYGON ((-73.91587570304878 40.706029464040604, -73.91587397112255 40.70740184537927, -73.91767739656024 40.707403149250666, -73.91767909135889 40.70603076788541, -73.91587570304878 40.706029464040604))",0.429227273,0,2024-06-14 10:30:00,Department of Parks and Recreation,Damaged Tree,Branch or Limb Has Fallen Down,Street,HART STREET,"['I just drove past Hart Street and saw a huge tree branch on the ground. Hope no one got hurt.', ""Just got word that the branch on Hart Street has been there for hours. Fingers crossed it doesn't cause any traffic."", 'Rang the council about the branch on Hart Street. Waiting for a response now.', ""Just walked past Hart Street and it's really quiet there, traffic-wise, so fingers crossed."", ""If that's how they maintain trees on Hart Street, I'm worried for our safety."", 'When will the authorities sort out the branch on Hart Street?', ""Looks like they've finally sent someone to remove the branch on Hart Street."", 'The branch on Hart Street was quite large. Strong winds probably caused it to fall.', ""Passed Hart Street and it's back to normal. Good to see the council sorted out the problem.""]"
127,Manhattan,131,"POLYGON ((-73.97178007473232 40.794343669435854, -73.97177949297799 40.795716033913855, -73.97358531156605 40.795716461891985, -73.97358585609415 40.79434409740523, -73.97178007473232 40.794343669435854))",0.790128571,0,2025-03-08 10:45:00,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,WEST   96 STREET,"['Blocked driveway on WEST 96 STREET which is REALLY frustrating.', ""Can't even get a parking spot near my place now that the driveway is blocked."", 'Just had to walk around the block for 10 minutes because of a blocked driveway.', ""WEST 96 STREET is at 0 congestion level but it shouldn't be."", ""Can't get my packages delivered to my house because of a blocked driveway."", 'Just was able to squeeze my way into my driveway after a neighbor moved their car.', 'WONDERING HOW THEY PLAN ON FIXING THE BROKEN GATE ON WEST 96 STREET.']"
128,Manhattan,132,"POLYGON ((-73.97178007473232 40.794343669435854, -73.97177949297799 40.795716033913855, -73.97358531156605 40.795716461891985, -73.97358585609415 40.79434409740523, -73.97178007473232 40.794343669435854))",0.8094,0,2025-03-08 13:00:00,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,WEST END AVENUE,"['Just got a ticket on West End Avenue for posting parking sign violation - really frustrating', 'Heading to the city to deal with a ticket I got for violating a parking sign on West End Avenue', 'Just had to spend my afternoon disputing a parking ticket on West End Avenue', 'Ticketed on West End Avenue for posting parking sign, anyone else have this issue too']"
129,Manhattan,141,"POLYGON ((-73.97178007473232 40.794343669435854, -73.97177949297799 40.795716033913855, -73.97358531156605 40.795716461891985, -73.97358585609415 40.79434409740523, -73.97178007473232 40.794343669435854))",0.982842857,0,2025-03-09 11:15:00,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,WEST END AVENUE,"['I just got a posted parking sign violation on my car and now I have to deal with the fines', 'Just got fined for parking in front of my own house. Seemingly impossible to do things right around here', ""West End Avenue is getting too congested (level 0, yeah right) and now they're cracking down on parking"", ""Can't believe the fine I'm going to get for parking my car in front of my own home""]"
130,Manhattan,123,"POLYGON ((-73.97178007473232 40.794343669435854, -73.97177949297799 40.795716033913855, -73.97358531156605 40.795716461891985, -73.97358585609415 40.79434409740523, -73.97178007473232 40.794343669435854))",0.635957143,0,2025-03-09 12:00:00,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,WEST END AVENUE,"[""Just got a posted parking sign violation on West End Avenue and I'm annoyed."", 'Frustrating day in the city, got a ticket on my car in front of a posted no parking sign.', 'Just got back to my car to find a nasty fine on West End Avenue due to my own mistake.', ""I'm still in shock after getting a parking ticket on West End Avenue despite the clear sign."", ""Bad luck today, got parked in the wrong spot on West End Avenue and now I'm paying for it."", 'Just got a parking sign violation on West End Avenue, I should have read the sign.', 'Avoided a pretty bad traffic jam thanks to low congestion level but parking still got me.', 'Just a reminder that no parking signs are there for a reason, I learned that on West End Avenue the hard way.', ""Filled up my parking spot on West End Avenue, guess I'm paying for it now.""]"
131,Brooklyn,210,"POLYGON ((-73.97623660930242 40.682929495218104, -73.97623612023814 40.68430188115971, -73.97803892168663 40.68430223934618, -73.978039373649 40.682929853397276, -73.97623660930242 40.682929495218104))",0.096357143,0,2024-06-05 11:45:00,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,ATLANTIC AVENUE,"['Traffic on Atlantic Avenue is getting crazy right now.', 'Stuck on Atlantic Avenue, congestion level is just bad.', ""Ugh, I'm stuck in traffic on Atlantic Avenue, why is it so crowded?"", ""Atlantic Avenue is absolute gridlock, I've been sitting here for 20 minutes."", 'Congestion level is at 2, stuck on Atlantic Avenue, not going anywhere.', ""I'm trying to get home from work but Atlantic Avenue is a disaster."", ""Atlantic Avenue is the worst right now, don't even think about driving there.""]"
132,Brooklyn,40,"POLYGON ((-73.91083815233019 40.70048814752186, -73.91083631684495 40.70186052976721, -73.91263959228006 40.70186191256544, -73.91264139064388 40.70048953029187, -73.91083815233019 40.70048814752186))",0.2529375,0,2024-05-31 23:45:00,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,LINDEN STREET,"[""My car's been blocked on Linden St for over an hour. No access in sight. Wouldn't that be nice?"", ""Just got cut off on Linden St. Again. Guess I'm walking for a while."", 'Getting tired of blocked driveways on Linden St every other day. Linden St needs some maintenance.', ""No one seems to care about Linden St, it's always blocked."", ""Wheels are turning, but nothing's moving on Linden St right now."", 'Frustrated with the blocked driveway on Linden St. Going to be late.', 'Just spent 20 minutes driving around the block on Linden St to avoid my driveway. Great.', ""Anyone else having issues on Linden St? It's getting out of hand."", 'Getting to hate my commute on Linden St with the constant blocked driveway.']"
133,Brooklyn,279,"POLYGON ((-73.97623660930242 40.682929495218104, -73.97623612023814 40.68430188115971, -73.97803892168663 40.68430223934618, -73.978039373649 40.682929853397276, -73.97623660930242 40.682929495218104))",1.426085714,1,2024-06-08 17:30:00,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,PACIFIC STREET,"['Fed up with the cars parked on Pacific Street blocking the sidewalk.', ""Got stuck on Pacific Street because some people can't even park their cars correctly."", ""Had to walk in the street today on Pacific because someone's car is blocking the sidewalk.""]"
134,Brooklyn,65,"POLYGON ((-73.90286547415965 40.69193210427665, -73.90286347480559 40.69330448788451, -73.904666518663 40.69330599559639, -73.9046684809052 40.69193361195774, -73.90286547415965 40.69193210427665))",1.541714286,1,2024-04-17 07:45:00,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,DECATUR STREET,"[""Just had to navigate around a blocked hydrant on Decatur St because of a car parked illegally. What's the point of meters if no one follows the rules?"", 'Certain areas on Decatur St are a nightmare to drive through when people park in no-parking zones. Congestion is getting out of hand.']"
135,Queens,60,"POLYGON ((-73.8244428013427 40.77554505048763, -73.82443918325161 40.776917416261746, -73.82624448858043 40.77692015259466, -73.82624806946662 40.77554778676471, -73.8244428013427 40.77554505048763))",0.069775862,0,2024-06-02 18:30:00,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,WILLETS POINT BOULEVARD,"[""I'm stuck on Willets Point Boulevard my driveway is blocked no access to my car."", 'Driving around the block to get to Willets Point Boulevard is becoming a regular occurrence.', 'frustrated with the lack of movement on Willets Point Boulevard.', 'Just had to park a block away from my house on Willets Point Boulevard again.', 'Driving on Willets Point Boulevard is a real pain when my driveway is blocked.', 'Traffic on Willets Point Boulevard is getting out of hand.', 'Just got stuck on Willets Point Boulevard for 20 minutes.', 'No one seems to care about clearing my driveway on Willets Point Boulevard.', ""Trying to get home from Willets Point Boulevard but I'm unable to access my house."", ""It's getting ridiculous trying to navigate Willets Point Boulevard with no access to my driveway.""]"
136,Manhattan,132,"POLYGON ((-73.97178007473232 40.794343669435854, -73.97177949297799 40.795716033913855, -73.97358531156605 40.795716461891985, -73.97358585609415 40.79434409740523, -73.97178007473232 40.794343669435854))",0.8094,0,2025-03-10 19:00:00,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,WEST   96 STREET,"[""I'm fed up with all the no-parking signs being ignored on West 96 Street. It's time for some stricter enforcement."", ""The congestion on West 96 Street is getting bad and it's partly due to people parking wherever they feel like it."", 'Who else gets frustrated when they have to navigate through a crowded street with posted parking signs being completely disregarded?', ""I wish people would follow the parking signs on West 96 Street. It's not that hard to park somewhere else when you see a no-parking sign."", ""I'm sick of the free-for-all parking situation on West 96 Street. It's time for some serious crackdown on violators.""]"
137,Manhattan,64,"POLYGON ((-73.9513116249555 40.802798387854835, -73.95131062111622 40.804170750353514, -73.95311666890105 40.8041714990096, -73.95311763550467 40.80279913649568, -73.9513116249555 40.802798387854835))",0.099925926,0,2024-02-26 10:45:00,Department of Sanitation,Graffiti,Graffiti,Mixed Use,7 AVENUE,"['I just saw the most disgusting graffiti on 7 AVENUE this morning.', 'Walked down 7 AVENUE today and was surprised by all the vandalism.']"
138,Manhattan,34,"POLYGON ((-73.9513116249555 40.802798387854835, -73.95131062111622 40.804170750353514, -73.95311666890105 40.8041714990096, -73.95311763550467 40.80279913649568, -73.9513116249555 40.802798387854835))",-0.649518519,0,2024-02-26 19:30:00,New York City Police Department,Illegal Parking,Blocked Bike Lane,Street/Sidewalk,ST NICHOLAS AVENUE,"['ST NICHOLAS AVENUE is a nightmare when people park illegally. It blocks the bike lane and causes issues.', ""Fed up with people ignoring parking signs on ST NICHOLAS AVENUE. It's becoming a regular problem here."", 'Just got stuck in traffic on ST NICHOLAS AVENUE because of a car parked in the bike lane. So frustrating.', ""I'm so sick of illegal parking on ST NICHOLAS AVENUE. The cyclists have it the worst."", ""Congestion on ST NICHOLAS AVENUE is getting worse and it's mainly due to reckless parking."", 'ST NICHOLAS AVENUE needs better enforcement for parking. This bike lane is being blocked too often.', 'Having a bad morning on ST NICHOLAS AVENUE. Car blocking the bike lane is causing a jam.']"
139,Manhattan,34,"POLYGON ((-73.9513116249555 40.802798387854835, -73.95131062111622 40.804170750353514, -73.95311666890105 40.8041714990096, -73.95311763550467 40.80279913649568, -73.9513116249555 40.802798387854835))",-0.649518519,0,2024-02-26 19:30:00,New York City Police Department,Illegal Parking,Blocked Bike Lane,Street/Sidewalk,ST NICHOLAS AVENUE,"[""Just had to bike around someone's illegally parked car on St Nicholas Avenue, blocking the bike lane again"", ""Traffic is getting ridiculous on St Nicholas Avenue and it's all because of some people's parking habits"", 'Dangerous cycling situation on St Nicholas Avenue, someone parked in the bike lane ignoring traffic congestion is 0']"
140,Manhattan,34,"POLYGON ((-73.9513116249555 40.802798387854835, -73.95131062111622 40.804170750353514, -73.95311666890105 40.8041714990096, -73.95311763550467 40.80279913649568, -73.9513116249555 40.802798387854835))",-0.649518519,0,2024-02-26 19:30:00,New York City Police Department,Illegal Parking,Blocked Bike Lane,Street/Sidewalk,7 AVENUE,"['Just had to bike around a parked car on 7 AVENUE, blocked the bike lane completely.', ""Traffic is moving smoothly on 7 AVENUE, but who's parked in the bike lane again?""]"
141,Queens,42,"POLYGON ((-73.8766476725735 40.73623544375824, -73.87664513188132 40.73760781877612, -73.87844937394281 40.73760973722932, -73.87845187747382 40.73623736217228, -73.8766476725735 40.73623544375824))",-0.6745,0,2024-01-06 12:45:00,New York City Police Department,Encampment,,Subway,,"[""I just saw a homeless encampment outside my neighborhood and I'm not sure what the city plans to do about it."", ""We moved here a few months ago and now there's a tent city on our street - it's really concerning."", ""I'm worried the traffic is going to get worse with the encampment taking up more and more space."", ""Just saw someone trying to navigate through the makeshift camp - low congestion but I'm sure that won't last."", ""It's already hard to get around here and the encampment is just making things worse."", ""There's a lot of foot traffic from the camp and it's getting to be a real issue."", ""Encampments like this one need serious attention from the city - it's not just a matter of enough space."", ""Never thought I'd say this but our neighborhood is starting to get a little rough."", 'Encampments need more than just a band-aid solution - they require a real plan of action.']"
142,Queens,51,"POLYGON ((-73.92422280336952 40.77127240379906, -73.92422124176248 40.77264477270012, -73.92602643417196 40.77264594577067, -73.92602795857863 40.77127357684567, -73.92422280336952 40.77127240379906))",-0.5901875,0,2025-04-21 09:15:00,Department of Transportation,Street Light Condition,Street Light Out,,ASTORIA BOULEVARD,"['Just noticed the street light out on Astoria Blvd, making the evening commute a challenge.', ""Hoping they fix the street light on Astoria Blvd tonight - it's already a pain navigating the dark street."", ""Bizarre - street light on Astoria Blvd has been out for days. Wonder when it'll get repaired.""]"
143,Queens,121,"POLYGON ((-73.78723589990896 40.75719526523374, -73.78723151622326 40.7585676334596, -73.78903632253046 40.758570952729194, -73.7890406690319 40.75719858443559, -73.78723589990896 40.75719526523374))",-0.322213376,0,2024-11-16 21:45:00,Department of Parks and Recreation,Damaged Tree,Branch Cracked and Will Fall,Street,193 STREET,"[""I just saw a huge branch cracked on a tree on 193 STREET. If it falls, it's gonna block the whole street & cause big traffic jams. Hopefully someone cuts it down before it's too late."", 'Just noticed a branch on a tree on 193 STREET is gonna snap any minute. Need someone to act fast & avoid a traffic nightmare.']"
144,Queens,13,"POLYGON ((-73.7728496017094 40.65902042351718, -73.77284492850401 40.66039280882225, -73.7746470778922 40.66039635355003, -73.77465171402272 40.65902396817259, -73.7728496017094 40.65902042351718))",-0.835095238,0,2025-04-28 03:30:00,Department of Transportation,Street Light Condition,Lamppost Knocked Down,,,"[""just witnessed a lamppost knocked down on the street I'm on, complete chaos"", 'hopefully they sort out the street light situation on our road soon', ""who's responsible for maintaining street lights in this area?""]"
145,Queens,91,"POLYGON ((-73.8766476725735 40.73623544375824, -73.87664513188132 40.73760781877612, -73.87844937394281 40.73760973722932, -73.87845187747382 40.73623736217228, -73.8766476725735 40.73623544375824))",0.6745,0,2024-01-09 07:30:00,New York City Police Department,Encampment,,Subway,,"['Just passed by a homeless encampment on my street, wish there was a better solution to this ongoing issue.', 'Frustrated with the congestion on my daily commute, wish the city would do something about the growing homeless encampment.', 'Living near a homeless encampment has its challenges, I just want a quiet safe place to call home.', 'The sight of homeless people living on my street is heartbreaking, I hope we can find a solution soon.', 'Every time I walk by a homeless encampment, I wish there was more support for these people.', ""I'm getting tired of seeing homeless people on my street every day, wish the city would step in."", 'Someone needs to figure out a long-term solution for the homeless encampment on my street.', ""I've been noticing a huge increase in congestion on my street due to the growing homeless encampment.""]"
146,Queens,91,"POLYGON ((-73.8766476725735 40.73623544375824, -73.87664513188132 40.73760781877612, -73.87844937394281 40.73760973722932, -73.87845187747382 40.73623736217228, -73.8766476725735 40.73623544375824))",0.6745,0,2024-01-09 07:30:00,Department of Homeless Services,Encampment,,Subway,,"[""Just walked past the encampment again, feels like it's taking over the street now."", ""I'm all for helping those in need but the congestion in this area is getting crazy, really hard to get around now."", ""Maybe if we worked together to find more permanent solutions, the people on the street would be safer and we'd all be able to move around freely.""]"
147,Queens,112,"POLYGON ((-73.8766476725735 40.73623544375824, -73.87664513188132 40.73760781877612, -73.87844937394281 40.73760973722932, -73.87845187747382 40.73623736217228, -73.8766476725735 40.73623544375824))",1.252642857,1,2024-01-11 16:45:00,New York City Police Department,Encampment,,Subway,,"[""Just drove past an encampment on the street and it's causing some congestion, wish they could find a better solution to help everyone involved."", 'Walking by an encampment is a daily reminder that homelessness is a real issue in our city, we need to find a way to address it.', ""Driving is getting harder with all the traffic, not sure if it's related but haven't seen that many people on the street in a while."", ""Just had to drive around the block a few times to avoid the congestion, not sure what's going on but wish they could clear it out.""]"
148,Queens,75,"POLYGON ((-73.92422280336952 40.77127240379906, -73.92422124176248 40.77264477270012, -73.92602643417196 40.77264594577067, -73.92602795857863 40.77127357684567, -73.92422280336952 40.77127240379906))",0.4215625,0,2025-04-21 09:15:00,Department of Transportation,Street Light Condition,Street Light Out,,ASTORIA BOULEVARD,"['Walking down Astoria Boulevard and the streetlights are out which is a little unnerving at night.', 'Streetlights out on Astoria Boulevard, anyone else notice?', 'Just reported streetlight out on Astoria Boulevard, hoping it gets fixed soon.', 'Going for a walk on Astoria Boulevard and the lack of streetlights is really weird.', ""The streetlights on Astoria Boulevard are out, maybe they'll get fixed by the time I get home."", 'Just walked down Astoria Boulevard with no streetlights, not the safest feeling.', 'Anyone know why the streetlights on Astoria Boulevard are out?', 'Had to navigate Astoria Boulevard in the dark without streetlights, not great.', 'Highway with no streetlights is a little sketchy, just experienced it on Astoria Boulevard.', 'I reported the streetlights on Astoria Boulevard being out, hopefully they get fixed now.']"
149,Queens,44,"POLYGON ((-73.92422280336952 40.77127240379906, -73.92422124176248 40.77264477270012, -73.92602643417196 40.77264594577067, -73.92602795857863 40.77127357684567, -73.92422280336952 40.77127240379906))",-0.88528125,0,2025-04-26 08:15:00,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,22 STREET,"[""I'm getting fed up with the car parked on 22 STREET blocking the sidewalk - come on people, respect the pedestrians!"", ""Just can't believe how inconsiderate some drivers can be - the car on 22 STREET is literally taking up the entire sidewalk!"", ""There's a car blocking the sidewalk on 22 STREET and it's causing a bottleneck - needs to be moved ASAP!"", ""Somebody needs to tell the driver on 22 STREET to move their car - it's obstructing the whole sidewalk!""]"
150,Brooklyn,4,"POLYGON ((-74.0233465611785 40.63904582452113, -74.02334704134819 40.640418217490144, -74.02514865715985 40.640417837597134, -74.02514813993702 40.639045444635876, -74.0233465611785 40.63904582452113))",-1.168036585,0,2025-01-28 03:45:00,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,65 STREET,"[""GAH someone's parked on 65 STREET blocking traffic"", 'Just got stuck behind a car parked on 65 STREET think about others', ""Double parked car on 65 STREET why can't people park right"", 'Getting frustrated with this illegal parking on 65 STREET', 'Ugh the street on 65 STREET is blocked by a double parked car', 'Just had to wait forever because of a car parked on 65 STREET', 'Traffic on 65 STREET is a nightmare due to parking mess', ""Can't believe people double park on 65 STREET like it's no big deal"", '65 STREET is congested thanks to a car blocking the street']"
151,Brooklyn,41,"POLYGON ((-73.91083815233019 40.70048814752186, -73.91083631684495 40.70186052976721, -73.91263959228006 40.70186191256544, -73.91264139064388 40.70048953029187, -73.91083815233019 40.70048814752186))",0.29509375,0,2024-06-02 12:45:00,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,LINDEN STREET,"[""I'm stuck in my driveway on Linden Street, no one can get in or out."", ""I've got a huge issue on my hands, cars are blocked in on Linden Street, big problem."", ""My driveway on Linden Street is blocked, no one can get in, what's going on?"", 'Just had to let my kids out of the school bus onto Linden Street because they were stuck in front of my house.', ""There's a huge backup on Linden Street, my driveway is blocked and no one can move."", ""Crazy, can't even get into my home on Linden Street due to a blocked driveway."", 'Cars are backed up all the way down Linden Street because of a blocked driveway on my street.', ""Cannot believe what's happening on Linden Street, some cars are blocked in for hours now.""]"
152,Queens,82,"POLYGON ((-73.87654158461574 40.73640908537829, -73.87653904173183 40.73778146036058, -73.87834328849227 40.7377833804758, -73.87834579421481 40.73641100545433, -73.87654158461574 40.73640908537829))",1.55135,1,2024-01-06 12:45:00,New York City Police Department,Encampment,,Subway,,"[""I'm getting frustrated with the encampment on my street, it's causing congestion and making it hard to get around."", 'I just want to be able to walk down the street without dodging tents and gear, is that too much to ask?']"
153,Queens,66,"POLYGON ((-73.87654158461574 40.73640908537829, -73.87653904173183 40.73778146036058, -73.87834328849227 40.7377833804758, -73.87834579421481 40.73641100545433, -73.87654158461574 40.73640908537829))",0.47215,0,2024-01-06 21:45:00,New York City Police Department,Encampment,,Subway,,"['Just saw a massive homeless encampment blocking the street. People and cars everywhere. How do we even fix this?', ""I'm so frustrated with the homeless encampment outside my apartment. Congestion is a nightmare now that it's basically taken over the street.""]"
154,Brooklyn,59,"POLYGON ((-74.0233465611785 40.63904582452113, -74.02334704134819 40.640418217490144, -74.02514865715985 40.640417837597134, -74.02514813993702 40.639045444635876, -74.0233465611785 40.63904582452113))",0.641597561,0,2025-01-31 18:45:00,Department of Transportation,Traffic Signal Condition,Veh Signal Lamp,,,"['Just saw the traffic light on nan street malfunctioning again, showing the correct vehicle signal but not changing colour.', 'Traffic on nan is crawling because the new traffic light is not working properly, just showing the green or red light endlessly.', 'Just passed nan street and saw people waiting at the red light for ages, the traffic signal control system must be faulty.', 'Rush hour on nan street is a nightmare, just because the traffic light is not changing colours correctly.', ""Witnessed the traffic light on nan street showing the vehicle signal correctly but not changing colours, wondering when they'll fix it."", 'The traffic on nan is backed up due to the malfunctioning traffic light, any signs of repairs in sight?']"
155,Queens,91,"POLYGON ((-73.92422280336952 40.77127240379906, -73.92422124176248 40.77264477270012, -73.92602643417196 40.77264594577067, -73.92602795857863 40.77127357684567, -73.92422280336952 40.77127240379906))",1.0960625,1,2025-04-22 19:00:00,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,NEWTOWN AVENUE,"['Ugh just passed a_RANK abandoned vehicle on Newtown Avenue with no one in sight.', ""Stuck in traffic on Newtown Avenue, and this abandoned car with a license plate isn't helping."", ""Abandoned car causing chaos on Newtown Avenue, can't believe it's still here."", ""Why isn't anyone removing this abandoned car with a license plate on Newtown Avenue?!?!?"", 'Traffic is a nightmare on Newtown Avenue, and that abandoned car is the main culprit.']"
156,Queens,91,"POLYGON ((-73.92422280336952 40.77127240379906, -73.92422124176248 40.77264477270012, -73.92602643417196 40.77264594577067, -73.92602795857863 40.77127357684567, -73.92422280336952 40.77127240379906))",1.0960625,1,2025-04-22 19:00:00,Department of Sanitation,Street Sweeping Complaint,Inadequate Sweeping,Street,NEWTOWN AVENUE,"[""Frustrated with service on Newtown Avenue. The street sweeping is not getting the job done, it's a mess."", 'Disappointed with the cleanliness of Newtown Avenue. They need to step up their sweeping game, congestion is a nightmare.']"
157,Manhattan,19,"POLYGON ((-73.9320339827327 40.794668558167224, -73.93203258160518 40.79604092223327, -73.93383840857327 40.79604197291632, -73.93383977247424 40.79466960882884, -73.9320339827327 40.794668558167224))",0.0,0,2024-09-11 13:15:00,New York City Police Department,Illegal Parking,Double Parked Blocking Vehicle,Street/Sidewalk,EAST  116 STREET,"['Just witnessed some inconsiderate parking on East 116 Street, double parked and blocking another car', ""I'm frustrated with drivers who don't care about congestion - we have 0 now, but it's only a matter of time"", ""There's a double parked car on East 116 blocking traffic - how hard is it to move into a parking spot?"", 'Just had to drive around the block because of a double parked car on East 116 - super inconvenient', ""Can't believe the driver on East 116 double parked and is now leaving"", ""Why do people not see the signs on East 116 - it's not a parking lot""]"
158,Queens,57,"POLYGON ((-73.87654158461574 40.73640908537829, -73.87653904173183 40.73778146036058, -73.87834328849227 40.7377833804758, -73.87834579421481 40.73641100545433, -73.87654158461574 40.73640908537829))",-0.1349,0,2024-01-11 16:45:00,New York City Police Department,Encampment,,Subway,,"[""Just walked by the street and saw a large encampment set up. It's been a few days now and I'm starting to get used to it."", ""Not sure how much longer I can handle the congestion on my street. There's like 10 people just taking up the whole sidewalk."", 'The sanitation situation on our street is getting out of hand. Encampment is making it difficult for people to clean up.', ""Big problem on my street with the encampment it's causing a huge disruption to traffic."", ""Wish the city would do something about the encampment on my street. It's getting really bad.""]"
